idTicket,idEmpresa,empresaNombre,idUsuario,fechaEmision,horaEmision,metodoPago,estacion,lineas,baseImponible,iva,total,moneda,tipoDocumento
T-A1D61C8A87AE,EMP002,Transporte_02 S.L.,EMP002-U13,2025-02-01,14:16:55,Tarjeta de empresa,"{'id': '2607', 'nombre': 'PETRONOR', 'provincia': 'BIZKAIA', 'municipio': 'BILBAO', 'direccion': 'CR N-634, 115', 'lat': 43.265278, 'lon': -2.961389, 'grupo': 'PETRONOR', 'nifEmpresa': 'E71775175'}","[{'producto': 'Gasolina 95 E5', 'litros': 17.35, 'precioUnitario': 1.527, 'importe': 26.49}]",21.89,4.6,26.49,EUR,Factura simplificada
T-67FBEDDFBC1A,EMP002,Transporte_02 S.L.,EMP002-U13,2025-04-27,17:28:16,Tarjeta de empresa,"{'id': '11491', 'nombre': 'REPSOL', 'provincia': 'VALLADOLID', 'municipio': 'VALLADOLID', 'direccion': 'AVENIDA SALAMANCA, 80', 'lat': 41.627806, 'lon': -4.759639, 'grupo': 'REPSOL', 'nifEmpresa': 'A78374725'}","[{'producto': 'Gasolina 95 E5', 'litros': 44.37, 'precioUnitario': 1.525, 'importe': 67.66}]",55.92,11.74,67.66,EUR,Factura simplificada
T-51D5C074627D,EMP002,Transporte_02 S.L.,EMP002-U13,2025-06-12,19:00:10,Tarjeta de empresa,"{'id': '10280', 'nombre': 'REPSOL', 'provincia': 'TARRAGONA', 'municipio': 'VILA-SECA', 'direccion': 'AVENIDA VILA DEL COMU DE LA, 8', 'lat': 41.117361, 'lon': 1.152361, 'grupo': 'REPSOL', 'nifEmpresa': 'A78374725'}","[{'producto': 'Gasolina 95 E5', 'litros': 30.17, 'precioUnitario': 1.522, 'importe': 45.92}]",37.95,7.97,45.92,EUR,Factura simplificada
T-7C38EA9E6315,EMP002,Transporte_02 S.L.,EMP002-U13,2025-06-11,21:40:05,Tarjeta de empresa,"{'id': '4252', 'nombre': 'REPSOL', 'provincia': 'CORUÑA (A)', 'municipio': 'CORUÑA (A)', 'direccion': 'AVENIDA ALCALDE ALFONSO MOLINA, 106', 'lat': 43.333556, 'lon': -8.402278, 'grupo': 'REPSOL', 'nifEmpresa': 'A78374725'}","[{'producto': 'Gasolina 95 E5', 'litros': 16.43, 'precioUnitario': 1.51, 'importe': 24.81}]",20.5,4.31,24.81,EUR,Factura simplificada
T-D2D178313E12,EMP002,Transporte_02 S.L.,EMP002-U13,2025-04-06,20:39:41,Efectivo,"{'id': '10723', 'nombre': 'GALP - AMERICAN PETROL ', 'provincia': 'VALENCIA / VALÈNCIA', 'municipio': 'ALAQUÀS', 'direccion': 'CL. ALADRERS, 16 POLIGONO INDUSTRIAL ELS MOLLONS', 'lat': 39.448583, 'lon': -0.472917, 'grupo': 'GALP - AMERICAN PETROL ', 'nifEmpresa': 'C88375506'}","[{'producto': 'Gasolina 95 E5', 'litros': 35.6, 'precioUnitario': 1.534, 'importe': 54.61}]",45.13,9.48,54.61,EUR,Factura simplificada
T-E3127FC31C0B,EMP002,Transporte_02 S.L.,EMP002-U13,2025-05-31,02:49:53,Tarjeta de empresa,"{'id': '1805', 'nombre': 'EVOLUTION', 'provincia': 'BARCELONA', 'municipio': 'BARCELONA', 'direccion': 'CALLE PERE IV, 79', 'lat': 41.397389, 'lon': 2.193083, 'grupo': 'EVOLUTION', 'nifEmpresa': 'A89975718'}","[{'producto': 'Gasolina 95 E5', 'litros': 37.07, 'precioUnitario': 1.503, 'importe': 55.72}]",46.05,9.67,55.72,EUR,Factura simplificada
T-92064E1A42D1,EMP002,Transporte_02 S.L.,EMP002-U13,2025-06-01,04:46:25,Tarjeta de empresa,"{'id': '8018', 'nombre': 'PETRONOR', 'provincia': 'MURCIA', 'municipio': 'MURCIA', 'direccion': 'CR N-344, 4', 'lat': 38.0095, 'lon': -1.222556, 'grupo': 'PETRONOR', 'nifEmpresa': 'G55488514'}","[{'producto': 'Gasolina 95 E5', 'litros': 74.5, 'precioUnitario': 1.479, 'importe': 110.19}]",91.07,19.12,110.19,EUR,Factura simplificada
T-F685081E1E73,EMP002,Transporte_02 S.L.,EMP002-U13,2025-05-27,02:12:07,Tarjeta de empresa,"{'id': '11259', 'nombre': 'BALLENOIL', 'provincia': 'VALENCIA / VALÈNCIA', 'municipio': 'VALENCIA', 'direccion': 'AVENIDA REINO DE VALENCIA, 83', 'lat': 39.462778, 'lon': -0.362417, 'grupo': 'BALLENOIL', 'nifEmpresa': 'B65371171'}","[{'producto': 'Gasolina 95 E5', 'litros': 36.67, 'precioUnitario': 1.491, 'importe': 54.67}]",45.18,9.49,54.67,EUR,Factura simplificada
T-44927AEF4F5F,EMP002,Transporte_02 S.L.,EMP002-U13,2025-01-28,11:46:50,Tarjeta de empresa,"{'id': '5700', 'nombre': 'REPSOL', 'provincia': 'JAÉN', 'municipio': 'ANDÚJAR', 'direccion': 'PASEO COLON, S/N', 'lat': 38.035583, 'lon': -4.056778, 'grupo': 'REPSOL', 'nifEmpresa': 'A78374725'}","[{'producto': 'Gasolina 95 E5', 'litros': 22.35, 'precioUnitario': 1.51, 'importe': 33.75}]",27.89,5.86,33.75,EUR,Factura simplificada
T-83BF7ED9D176,EMP002,Transporte_02 S.L.,EMP002-U13,2025-06-19,03:05:47,Tarjeta de empresa,"{'id': '3584', 'nombre': 'TRANSPORTES TRAVILL, S.L.', 'provincia': 'CASTELLÓN / CASTELLÓ', 'municipio': 'ONDA', 'direccion': 'CALLE ECUADOR, 31', 'lat': 39.978, 'lon': -0.15825, 'grupo': 'TRANSPORTES TRAVILL, S.L.', 'nifEmpresa': 'P3316373D'}","[{'producto': 'Gasolina 95 E5', 'litros': 41.58, 'precioUnitario': 1.513, 'importe': 62.91}]",51.99,10.92,62.91,EUR,Factura simplificada
T-332056C2F600,EMP002,Transporte_02 S.L.,EMP002-U13,2025-05-20,16:49:47,Tarjeta de empresa,"{'id': '11309', 'nombre': 'FULL & GO', 'provincia': 'VALENCIA / VALÈNCIA', 'municipio': 'VALENCIA', 'direccion': 'AVENIDA AV AL PUERTO, 150', 'lat': 39.464194, 'lon': -0.347778, 'grupo': 'FULL & GO', 'nifEmpresa': 'Y09177981'}","[{'producto': 'Gasolina 95 E5', 'litros': 57.16, 'precioUnitario': 1.517, 'importe': 86.71}]",71.66,15.05,86.71,EUR,Factura simplificada
T-C3B54F9E8D9F,EMP002,Transporte_02 S.L.,EMP002-U13,2025-01-06,22:41:39,Tarjeta de empresa,"{'id': '4195', 'nombre': 'PETROCASH BETANZOS', 'provincia': 'CORUÑA (A)', 'municipio': 'BETANZOS', 'direccion': 'CARRETERA CN-651 KM. 2,2', 'lat': 43.291833, 'lon': -8.210111, 'grupo': 'PETROCASH BETANZOS', 'nifEmpresa': 'Z08697823'}","[{'producto': 'Gasolina 95 E5', 'litros': 58.99, 'precioUnitario': 1.482, 'importe': 87.42}]",72.25,15.17,87.42,EUR,Factura simplificada
T-4E36C1411EF4,EMP002,Transporte_02 S.L.,EMP002-U13,2025-05-15,11:01:28,Tarjeta de empresa,"{'id': '8270', 'nombre': 'REPSOL', 'provincia': 'NAVARRA', 'municipio': 'HUARTE/UHARTE', 'direccion': 'CALLE ALTXUTXATE, 50', 'lat': 42.818278, 'lon': -1.60325, 'grupo': 'REPSOL', 'nifEmpresa': 'A78374725'}","[{'producto': 'Gasolina 95 E5', 'litros': 53.8, 'precioUnitario': 1.527, 'importe': 82.15}]",67.89,14.26,82.15,EUR,Factura simplificada
T-CB4D7E84B4D4,EMP002,Transporte_02 S.L.,EMP002-U13,2025-05-10,06:39:20,Tarjeta de empresa,"{'id': '8452', 'nombre': 'REPSOL', 'provincia': 'OURENSE', 'municipio': 'SAN CIBRAO DAS VIÑAS', 'direccion': 'CARRETERA CARRETERA NACIONAL 525 KM. 234,3', 'lat': 42.31325, 'lon': -7.866361, 'grupo': 'REPSOL', 'nifEmpresa': 'A78374725'}","[{'producto': 'Gasolina 95 E5', 'litros': 54.25, 'precioUnitario': 1.511, 'importe': 81.97}]",67.74,14.23,81.97,EUR,Factura simplificada
T-451B389E4A91,EMP002,Transporte_02 S.L.,EMP002-U13,2025-03-19,05:03:33,Tarjeta de empresa,"{'id': '7573', 'nombre': 'REPSOL', 'provincia': 'MÁLAGA', 'municipio': 'MIJAS', 'direccion': 'CARRETERA CR-MA-426 KM. 1', 'lat': 36.538278, 'lon': -4.645639, 'grupo': 'REPSOL', 'nifEmpresa': 'A78374725'}","[{'producto': 'Gasolina 95 E5', 'litros': 53.67, 'precioUnitario': 1.537, 'importe': 82.49}]",68.17,14.32,82.49,EUR,Factura simplificada
T-D6C2C1CADBFD,EMP002,Transporte_02 S.L.,EMP002-U13,2025-07-31,03:55:32,Efectivo,"{'id': '5135', 'nombre': 'E. S. SAN JOSÉ', 'provincia': 'GRANADA', 'municipio': 'GALERA', 'direccion': 'CARRETERA HUESCAR A-330 KM. 21', 'lat': 37.752694, 'lon': -2.551389, 'grupo': 'E. S. SAN JOSÉ', 'nifEmpresa': 'Y93465474'}","[{'producto': 'Gasolina 95 E5', 'litros': 41.77, 'precioUnitario': 1.497, 'importe': 62.53}]",51.68,10.85,62.53,EUR,Factura simplificada
T-86B6055C420D,EMP002,Transporte_02 S.L.,EMP002-U13,2025-06-24,23:19:33,Tarjeta de empresa,"{'id': '2207', 'nombre': 'REPSOL', 'provincia': 'BARCELONA', 'municipio': 'OLESA DE MONTSERRAT', 'direccion': 'CARRETERA C-55 KM. 6,39', 'lat': 41.552278, 'lon': 1.880222, 'grupo': 'REPSOL', 'nifEmpresa': 'A78374725'}","[{'producto': 'Gasolina 95 E5', 'litros': 24.64, 'precioUnitario': 1.534, 'importe': 37.8}]",31.24,6.56,37.8,EUR,Factura simplificada
T-9CEBA2C01157,EMP002,Transporte_02 S.L.,EMP002-U13,2025-04-19,10:45:12,Efectivo,"{'id': '1507', 'nombre': 'IBERDOEX', 'provincia': 'BADAJOZ', 'municipio': 'VALLE DE SANTA ANA', 'direccion': 'POLIGONO EL PERICOTE 2, 1', 'lat': 38.359639, 'lon': -6.783, 'grupo': 'IBERDOEX', 'nifEmpresa': 'Z48583330'}","[{'producto': 'Gasolina 95 E5', 'litros': 29.79, 'precioUnitario': 1.504, 'importe': 44.8}]",37.02,7.78,44.8,EUR,Factura simplificada
T-47B46FB0EDC6,EMP002,Transporte_02 S.L.,EMP002-U13,2025-02-02,02:09:36,Tarjeta de empresa,"{'id': '1841', 'nombre': 'PETROPRIX', 'provincia': 'BARCELONA', 'municipio': 'BARCELONA', 'direccion': 'CALLE Z ZONA FRANCA, 27', 'lat': 41.328278, 'lon': 2.139333, 'grupo': 'PETROPRIX', 'nifEmpresa': 'B23709892'}","[{'producto': 'Gasolina 95 E5', 'litros': 33.46, 'precioUnitario': 1.537, 'importe': 51.43}]",42.5,8.93,51.43,EUR,Factura simplificada
T-73C531B547F0,EMP002,Transporte_02 S.L.,EMP002-U13,2025-01-26,15:02:09,Tarjeta de empresa,"{'id': '2308', 'nombre': 'U.S.SABADELL   - GAS-OILS ROVIRA-', 'provincia': 'BARCELONA', 'municipio': 'SABADELL', 'direccion': 'CALLE ROCAFORT, 40', 'lat': 41.536722, 'lon': 2.098, 'grupo': 'U.S.SABADELL   - GAS-OILS ROVIRA-', 'nifEmpresa': 'J88515879'}","[{'producto': 'Gasolina 95 E5', 'litros': 26.7, 'precioUnitario': 1.53, 'importe': 40.85}]",33.76,7.09,40.85,EUR,Factura simplificada
T-D90B48AB5C88,EMP002,Transporte_02 S.L.,EMP002-U13,2025-06-05,14:45:43,Efectivo,"{'id': '8374', 'nombre': 'REPSOL', 'provincia': 'NAVARRA', 'municipio': 'URDAZUBI/URDAX', 'direccion': 'CARRETERA N-121 KM. 79,5', 'lat': 43.290556, 'lon': -1.505806, 'grupo': 'REPSOL', 'nifEmpresa': 'A78374725'}","[{'producto': 'Gasolina 95 E5', 'litros': 14.8, 'precioUnitario': 1.49, 'importe': 22.05}]",18.22,3.83,22.05,EUR,Factura simplificada
T-DDF9A1969284,EMP002,Transporte_02 S.L.,EMP002-U13,2025-01-14,02:08:29,Tarjeta de empresa,"{'id': '11590', 'nombre': 'STAR OIL ZAMORA', 'provincia': 'ZAMORA', 'municipio': 'ZAMORA', 'direccion': 'AVENIDA CARDENAL CISNEROS, S/N', 'lat': 41.514278, 'lon': -5.745417, 'grupo': 'STAR OIL ZAMORA', 'nifEmpresa': 'X46081063'}","[{'producto': 'Gasolina 95 E5', 'litros': 43.03, 'precioUnitario': 1.532, 'importe': 65.92}]",54.48,11.44,65.92,EUR,Factura simplificada
T-5128892AD2EF,EMP002,Transporte_02 S.L.,EMP002-U13,2025-01-24,23:45:16,Tarjeta de empresa,"{'id': '3280', 'nombre': 'ASC CARBURANTES', 'provincia': 'CÁDIZ', 'municipio': 'TARIFA', 'direccion': 'CARRETERA C.N.340, KM 94,2 MESON PANCHO KM. 94,2', 'lat': 36.067222, 'lon': -5.531417, 'grupo': 'ASC CARBURANTES', 'nifEmpresa': 'S4244204F'}","[{'producto': 'Gasolina 95 E5', 'litros': 25.14, 'precioUnitario': 1.492, 'importe': 37.51}]",31.0,6.51,37.51,EUR,Factura simplificada
T-A52C7CA3F2F5,EMP002,Transporte_02 S.L.,EMP002-U13,2025-05-13,11:46:34,Tarjeta de empresa,"{'id': '2690', 'nombre': 'EROSKI', 'provincia': 'BIZKAIA', 'municipio': 'ZALLA', 'direccion': 'BARRIO EL BAULAR, 17', 'lat': 43.209889, 'lon': -3.124889, 'grupo': 'EROSKI', 'nifEmpresa': 'W7198386J'}","[{'producto': 'Gasolina 95 E5', 'litros': 20.65, 'precioUnitario': 1.53, 'importe': 31.59}]",26.11,5.48,31.59,EUR,Factura simplificada
T-2387F4F4D939,EMP002,Transporte_02 S.L.,EMP002-U14,2025-04-12,21:56:37,Tarjeta de empresa,"{'id': '6092', 'nombre': 'EASYGAS', 'provincia': 'LEÓN', 'municipio': 'VILLAGATÓN', 'direccion': 'CARRETERA N - VI KM. 351', 'lat': 42.599222, 'lon': -6.230444, 'grupo': 'EASYGAS', 'nifEmpresa': 'C06665806'}","[{'producto': 'Gasolina 95 E5', 'litros': 70.11, 'precioUnitario': 1.5, 'importe': 105.17}]",86.92,18.25,105.17,EUR,Factura simplificada
T-A46B28FB47BE,EMP002,Transporte_02 S.L.,EMP002-U14,2025-05-02,01:48:56,Tarjeta de empresa,"{'id': '3554', 'nombre': 'BDMED', 'provincia': 'CASTELLÓN / CASTELLÓ', 'municipio': 'CASTELLÓN DE LA PLANA/CASTELLÓ DE LA PLANA', 'direccion': 'AVENIDA HERMANOS BOU, 152', 'lat': 39.981167, 'lon': -0.022833, 'grupo': 'BDMED', 'nifEmpresa': 'P7359893J'}","[{'producto': 'Gasolina 95 E5', 'litros': 72.05, 'precioUnitario': 1.484, 'importe': 106.92}]",88.36,18.56,106.92,EUR,Factura simplificada
T-29C442F9F312,EMP002,Transporte_02 S.L.,EMP002-U14,2025-06-04,13:54:14,Efectivo,"{'id': '1434', 'nombre': 'IBERDOEX', 'provincia': 'BADAJOZ', 'municipio': 'MONTEMOLÍN', 'direccion': 'CARRETERA CASTUERA KM. 194', 'lat': 38.112806, 'lon': -6.150583, 'grupo': 'IBERDOEX', 'nifEmpresa': 'C72122815'}","[{'producto': 'Gasolina 95 E5', 'litros': 58.3, 'precioUnitario': 1.528, 'importe': 89.08}]",73.62,15.46,89.08,EUR,Factura simplificada
T-E4458D20AF0E,EMP002,Transporte_02 S.L.,EMP002-U14,2025-02-17,16:34:36,Tarjeta de empresa,"{'id': '8438', 'nombre': 'GALP', 'provincia': 'OURENSE', 'municipio': 'PADRENDA', 'direccion': 'CALLE MARQUES DE MAGALLANES, 57', 'lat': 42.137472, 'lon': -8.186667, 'grupo': 'GALP', 'nifEmpresa': 'A28559573'}","[{'producto': 'Gasolina 95 E5', 'litros': 32.18, 'precioUnitario': 1.507, 'importe': 48.5}]",40.08,8.42,48.5,EUR,Factura simplificada
T-5281DDC92422,EMP002,Transporte_02 S.L.,EMP002-U14,2025-07-15,18:34:00,Tarjeta de empresa,"{'id': '11373', 'nombre': 'CEPSA', 'provincia': 'VALLADOLID', 'municipio': 'CISTÉRNIGA', 'direccion': 'N-122 km 353,8', 'lat': 41.598583, 'lon': -4.656111, 'grupo': 'CEPSA', 'nifEmpresa': 'A28003119'}","[{'producto': 'Gasolina 95 E5', 'litros': 30.03, 'precioUnitario': 1.503, 'importe': 45.14}]",37.31,7.83,45.14,EUR,Factura simplificada
T-57A8E23A16AA,EMP002,Transporte_02 S.L.,EMP002-U14,2025-02-03,18:32:47,Tarjeta de empresa,"{'id': '2494', 'nombre': 'CEPSA', 'provincia': 'BARCELONA', 'municipio': 'TONA', 'direccion': 'AUTOVIA C-17 KM. 50', 'lat': 41.845083, 'lon': 2.23225, 'grupo': 'CEPSA', 'nifEmpresa': 'A28003119'}","[{'producto': 'Gasolina 95 E5', 'litros': 35.51, 'precioUnitario': 1.519, 'importe': 53.94}]",44.58,9.36,53.94,EUR,Factura simplificada
T-9FA2AD0182CA,EMP002,Transporte_02 S.L.,EMP002-U14,2025-07-01,07:18:56,Tarjeta de empresa,"{'id': '4362', 'nombre': 'REPSOL', 'provincia': 'CORUÑA (A)', 'municipio': 'PADRÓN', 'direccion': 'CARRETERA N550 KM. 78,5', 'lat': 42.774028, 'lon': -8.65125, 'grupo': 'REPSOL', 'nifEmpresa': 'A78374725'}","[{'producto': 'Gasolina 95 E5', 'litros': 28.95, 'precioUnitario': 1.517, 'importe': 43.92}]",36.3,7.62,43.92,EUR,Factura simplificada
T-5620117C6B51,EMP002,Transporte_02 S.L.,EMP002-U14,2025-01-24,15:15:04,Tarjeta de empresa,"{'id': '3714', 'nombre': 'P G E HIJOS', 'provincia': 'CIUDAD REAL', 'municipio': 'CALZADA DE CALATRAVA', 'direccion': 'CARRETERA C-410 km 31.092', 'lat': 38.67975, 'lon': -3.756833, 'grupo': 'P G E HIJOS', 'nifEmpresa': 'A90947987'}","[{'producto': 'Gasolina 95 E5', 'litros': 26.41, 'precioUnitario': 1.516, 'importe': 40.04}]",33.09,6.95,40.04,EUR,Factura simplificada
T-E238C1566EF9,EMP002,Transporte_02 S.L.,EMP002-U14,2025-05-11,05:39:19,Tarjeta de empresa,"{'id': '5273', 'nombre': 'E.S MIRADOR DE POQUEIRA', 'provincia': 'GRANADA', 'municipio': 'PAMPANEIRA', 'direccion': 'CARRETERA GR-421 km 54,074', 'lat': 36.930139, 'lon': -3.364472, 'grupo': 'E.S MIRADOR DE POQUEIRA', 'nifEmpresa': 'A83281824'}","[{'producto': 'Gasolina 95 E5', 'litros': 23.53, 'precioUnitario': 1.525, 'importe': 35.88}]",29.65,6.23,35.88,EUR,Factura simplificada
T-DEC3989E4BEF,EMP002,Transporte_02 S.L.,EMP002-U14,2025-07-19,10:14:32,Tarjeta de empresa,"{'id': '10402', 'nombre': 'REPSOL', 'provincia': 'TOLEDO', 'municipio': 'ALCOLEA DE TAJO', 'direccion': 'CR TO-40, 33', 'lat': 39.80575, 'lon': -5.171306, 'grupo': 'REPSOL', 'nifEmpresa': 'A78374725'}","[{'producto': 'Gasolina 95 E5', 'litros': 52.97, 'precioUnitario': 1.535, 'importe': 81.31}]",67.2,14.11,81.31,EUR,Factura simplificada
T-7CCA5263BCA8,EMP002,Transporte_02 S.L.,EMP002-U14,2025-02-15,07:52:53,Tarjeta de empresa,"{'id': '8503', 'nombre': 'REPSOL', 'provincia': 'PALENCIA', 'municipio': 'HERRERA DE PISUERGA', 'direccion': 'CARRETERA N- 611 KM. 80,6', 'lat': 42.5875, 'lon': -4.327778, 'grupo': 'REPSOL', 'nifEmpresa': 'A78374725'}","[{'producto': 'Gasolina 95 E5', 'litros': 31.49, 'precioUnitario': 1.502, 'importe': 47.3}]",39.09,8.21,47.3,EUR,Factura simplificada
T-121C304FCF23,EMP002,Transporte_02 S.L.,EMP002-U14,2025-05-11,17:11:29,Tarjeta de empresa,"{'id': '6549', 'nombre': 'REPSOL', 'provincia': 'MADRID', 'municipio': 'ARGANDA DEL REY', 'direccion': 'CARRETERA M-832 KM. 3', 'lat': 40.290944, 'lon': -3.508111, 'grupo': 'REPSOL', 'nifEmpresa': 'A78374725'}","[{'producto': 'Gasolina 95 E5', 'litros': 30.29, 'precioUnitario': 1.517, 'importe': 45.95}]",37.98,7.97,45.95,EUR,Factura simplificada
T-6BC7F8A20839,EMP002,Transporte_02 S.L.,EMP002-U14,2025-07-08,12:48:04,Tarjeta de empresa,"{'id': '7294', 'nombre': 'E-LECLERC', 'provincia': 'MADRID', 'municipio': 'VALDEMORO', 'direccion': 'CALLE NARCISO MONTURIOL, 30', 'lat': 40.164556, 'lon': -3.664889, 'grupo': 'E-LECLERC', 'nifEmpresa': 'P8780157G'}","[{'producto': 'Gasolina 95 E5', 'litros': 41.66, 'precioUnitario': 1.511, 'importe': 62.95}]",52.02,10.93,62.95,EUR,Factura simplificada
T-F154C6657271,EMP002,Transporte_02 S.L.,EMP002-U14,2025-05-09,13:29:45,Tarjeta de empresa,"{'id': '76', 'nombre': 'REPSOL', 'provincia': 'ALBACETE', 'municipio': 'CHINCHILLA DE MONTE-ARAGÓN', 'direccion': 'AUTOVIA A-31 KM. 86', 'lat': 38.937583, 'lon': -1.758, 'grupo': 'REPSOL', 'nifEmpresa': 'A78374725'}","[{'producto': 'Gasolina 95 E5', 'litros': 51.8, 'precioUnitario': 1.5, 'importe': 77.7}]",64.21,13.49,77.7,EUR,Factura simplificada
T-C04E5A73A0B5,EMP002,Transporte_02 S.L.,EMP002-U14,2025-03-01,12:21:49,Tarjeta de empresa,"{'id': '350', 'nombre': 'Q8', 'provincia': 'ALICANTE', 'municipio': 'DÉNIA', 'direccion': 'PARTIDA PARTIDA MADRIGUERES SUD, 5 - PARKING HIPERMERCADO CARREFOUR DENIA, ', 'lat': 38.836917, 'lon': 0.095056, 'grupo': 'Q8', 'nifEmpresa': 'U56164841'}","[{'producto': 'Gasolina 95 E5', 'litros': 19.85, 'precioUnitario': 1.555, 'importe': 30.87}]",25.51,5.36,30.87,EUR,Factura simplificada
T-35A357F8E668,EMP002,Transporte_02 S.L.,EMP002-U14,2025-04-17,08:42:13,Tarjeta de empresa,"{'id': '7007', 'nombre': 'BALLENOIL', 'provincia': 'MADRID', 'municipio': 'MADRID', 'direccion': 'CALLE EMILIO MUÑOZ, 19', 'lat': 40.431833, 'lon': -3.628972, 'grupo': 'BALLENOIL', 'nifEmpresa': 'B65371171'}","[{'producto': 'Gasolina 95 E5', 'litros': 52.23, 'precioUnitario': 1.537, 'importe': 80.28}]",66.35,13.93,80.28,EUR,Factura simplificada
T-779BCB2E7447,EMP002,Transporte_02 S.L.,EMP002-U14,2025-05-30,03:41:13,Tarjeta de empresa,"{'id': '10012', 'nombre': 'GALP ', 'provincia': 'SEVILLA', 'municipio': 'VISO DEL ALCOR (EL)', 'direccion': 'POLIGONO INDUSTRIAL POLIVISO PARCELA 2-3', 'lat': 37.400194, 'lon': -5.709028, 'grupo': 'GALP ', 'nifEmpresa': 'A28559573'}","[{'producto': 'Gasolina 95 E5', 'litros': 51.51, 'precioUnitario': 1.538, 'importe': 79.22}]",65.47,13.75,79.22,EUR,Factura simplificada
T-270E378957B3,EMP002,Transporte_02 S.L.,EMP002-U14,2025-06-12,01:59:18,Tarjeta de empresa,"{'id': '6627', 'nombre': 'BP COSLADA - AV SAN PABLO', 'provincia': 'MADRID', 'municipio': 'COSLADA', 'direccion': 'AVENIDA SAN PABLO, 26', 'lat': 40.436528, 'lon': -3.532917, 'grupo': 'BP COSLADA - AV SAN PABLO', 'nifEmpresa': 'C35811280'}","[{'producto': 'Gasolina 95 E5', 'litros': 34.04, 'precioUnitario': 1.541, 'importe': 52.46}]",43.36,9.1,52.46,EUR,Factura simplificada
T-85F73AE391A0,EMP002,Transporte_02 S.L.,EMP002-U14,2025-03-03,05:17:52,Tarjeta de empresa,"{'id': '5550', 'nombre': 'S.C.A ARROYO GRANDE', 'provincia': 'HUELVA', 'municipio': 'VILLABLANCA', 'direccion': 'CARRETERA AYAMONTE-ARACENA KM. 7', 'lat': 37.310083, 'lon': -7.344167, 'grupo': 'S.C.A ARROYO GRANDE', 'nifEmpresa': 'S3613861H'}","[{'producto': 'Gasolina 95 E5', 'litros': 25.05, 'precioUnitario': 1.514, 'importe': 37.93}]",31.35,6.58,37.93,EUR,Factura simplificada
T-AAE1FC57A5FF,EMP002,Transporte_02 S.L.,EMP002-U14,2025-06-03,03:00:53,Tarjeta de empresa,"{'id': '6279', 'nombre': 'E.S.MAS', 'provincia': 'LLEIDA', 'municipio': 'TORÀ', 'direccion': 'CTRA. ANDORRA, S/N (C1412 km 23,42)', 'lat': 41.810694, 'lon': 1.40225, 'grupo': 'E.S.MAS', 'nifEmpresa': 'Q5011024F'}","[{'producto': 'Gasolina 95 E5', 'litros': 41.02, 'precioUnitario': 1.481, 'importe': 60.75}]",50.21,10.54,60.75,EUR,Factura simplificada
T-2518475FB247,EMP002,Transporte_02 S.L.,EMP002-U14,2025-06-14,22:26:45,Tarjeta de empresa,"{'id': '7755', 'nombre': 'ALSA', 'provincia': 'MURCIA', 'municipio': 'CARTAGENA', 'direccion': 'PARAJE LA ASOMADA, S/N', 'lat': 37.630111, 'lon': -0.969667, 'grupo': 'ALSA', 'nifEmpresa': 'V46676656'}","[{'producto': 'Gasolina 95 E5', 'litros': 41.92, 'precioUnitario': 1.493, 'importe': 62.59}]",51.73,10.86,62.59,EUR,Factura simplificada
T-C4C71D2A3499,EMP002,Transporte_02 S.L.,EMP002-U14,2025-05-05,22:38:19,Tarjeta de empresa,"{'id': '5466', 'nombre': 'REPSOL', 'provincia': 'HUELVA', 'municipio': 'GIBRALEÓN', 'direccion': 'CARRETERA NACIONAL 431 KM. 89,2', 'lat': 37.363444, 'lon': -6.961167, 'grupo': 'REPSOL', 'nifEmpresa': 'A78374725'}","[{'producto': 'Gasolina 95 E5', 'litros': 48.29, 'precioUnitario': 1.531, 'importe': 73.93}]",61.1,12.83,73.93,EUR,Factura simplificada
T-63284EB3C14F,EMP002,Transporte_02 S.L.,EMP002-U14,2025-02-04,09:35:41,Tarjeta de empresa,"{'id': '1034', 'nombre': 'REPSOL', 'provincia': 'ASTURIAS', 'municipio': 'GRADO', 'direccion': 'CL FLOREZ ESTRADA, 46', 'lat': 43.38725, 'lon': -6.074333, 'grupo': 'REPSOL', 'nifEmpresa': 'A78374725'}","[{'producto': 'Gasolina 95 E5', 'litros': 55.22, 'precioUnitario': 1.558, 'importe': 86.03}]",71.1,14.93,86.03,EUR,Factura simplificada
T-6A41FFF9D850,EMP002,Transporte_02 S.L.,EMP002-U14,2025-05-15,10:32:05,Tarjeta de empresa,"{'id': '7598', 'nombre': 'ALMAZARA DE RONDA', 'provincia': 'MÁLAGA', 'municipio': 'RONDA', 'direccion': 'CARRETERA A-374 (ALGODONALES - RONDA) KM. 33', 'lat': 36.755778, 'lon': -5.154028, 'grupo': 'ALMAZARA DE RONDA', 'nifEmpresa': 'E01581446'}","[{'producto': 'Gasolina 95 E5', 'litros': 65.63, 'precioUnitario': 1.549, 'importe': 101.66}]",84.02,17.64,101.66,EUR,Factura simplificada
T-A412560002AE,EMP002,Transporte_02 S.L.,EMP002-U14,2025-04-30,14:47:00,Tarjeta de empresa,"{'id': '5607', 'nombre': 'SHELL', 'provincia': 'HUESCA', 'municipio': 'FRAGA', 'direccion': 'N-211 km 330.78', 'lat': 41.514944, 'lon': 0.328167, 'grupo': 'SHELL', 'nifEmpresa': 'Q6607283F'}","[{'producto': 'Gasolina 95 E5', 'litros': 53.94, 'precioUnitario': 1.538, 'importe': 82.96}]",68.56,14.4,82.96,EUR,Factura simplificada
